Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
R.B.I. Baseball 2016,PS4,2016.0,Sports,MLB.com,0.01,0.0,0.0,0.0,0.01,35.0,5.0,1.0,12.0,HB Studios Multimedia,T
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01,28.0,6.0,1.0,5.0,Arkedo Studio,E10+
Kamigami no Asobi InFinite,PSV,2016.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01,26.0,4.0,1.0,218.0,5pb,T
Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,Square Enix,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,8.0,Hydravision,T
H2O+: Footprints in the Sand,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,37.0,6.0,0.0,8.0,Hydravision,T
Fashionable Puppy: Oshare na Koinu DS,DS,2007.0,Simulation,MTO,0.0,0.0,0.01,0.0,0.01,31.0,5.0,2.0,5.0,Big Blue Bubble Inc.,T
Sekirei: Mirai Kara no Okurimono,PS2,2009.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01,36.0,6.0,1.0,5.0,Arkedo Studio,E10+
Jambo! Safari Animal Rescue,DS,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,0.01,31.0,5.0,2.0,5.0,Renegade Kid,E10+
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01,37.0,4.0,2.0,257.0,Crave,T
Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Jester Interactive,T
Natsuzora no Monologue,PSP,2013.0,Adventure,Otomate,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,5pb,E10+
Kenka Banchou Portable,PSP,2009.0,Action,Spike,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Bullets,T
The Train Giant,PC,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,488.0,GSC Game World,T
Ishin Renka: Ryouma Gaiden,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,8.0,5pb,T
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,5pb,T
Fate/kaleid liner Prisma Illya,3DS,2014.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Airtight Games,E10+
Wand of Fortune,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,8.0,SNK Playmore,T
Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,51.0,5.0,0.0,153.0,5pb,T
Minds and Mystery: 5 Game Pack,PC,2014.0,Action,Focus Multimedia,0.0,0.01,0.0,0.0,0.01,43.0,6.0,1.0,338.0,Airtight Games,T
S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,5pb,T
Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,0.01,0.0,0.01,24.0,9.0,1.0,12.0,S-Neo,T
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,CyberFront,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,5.0,Stormregion,T
Chaos;Child,PS3,2015.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,153.0,Stainless Games,T
Sakura-Sou no Pet na Kanojo,PSV,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,5pb,T
Wand of Fortune: Mirai e no Prologue,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,8.0,Frogwares,T
Nova Usagi no Game de Ryuugaku!? DS,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,28.0,6.0,1.0,5.0,Magellan Interactive,E10+
Heart no Kuni no Alice,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,37.0,6.0,0.0,8.0,Microids,T
San-X: Chara Sagashi Land,DS,2007.0,Action,MTO,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,8.0,"Taito Corporation, 505 Games",E10+
Petz: Hamsterz Life 2,GBA,2007.0,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01,28.0,7.0,1.0,8.0,Blue Byte,E10+
Command & Conquer Renegade,PC,2002.0,Shooter,Electronic Arts,0.0,0.01,0.0,0.0,0.01,35.0,4.0,2.0,5.0,GSC Game World,T
Memories Off,PSP,2008.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Hydravision,T
Tenchu San Portable,PSP,2009.0,Action,From Software,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Propaganda Games,T
Pippa Funnell 2: Farm Adventures,DS,2007.0,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.01,36.0,5.0,1.0,8.0,Gameloft,E10+
Vitamin X,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,218.0,Ganbarion,T
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,528.0,"Shift, Bandai Namco Games",T
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014.0,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,289.0,Ganbarion,T
River City Ransom SP,3DS,2016.0,Action,Arc System Works,0.0,0.0,0.01,0.0,0.01,26.0,6.0,2.0,236.0,Engine Software,E10+
Shin Hayarigami 2,PS4,2016.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,289.0,5pb,T
Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,39.0,6.0,2.0,4.0,Beenox,E10+
Time Leap,X360,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,8.0,Microids,T
The Godfather (JP sales),X360,2006.0,Action,Electronic Arts,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,EA Games,T
th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01,37.0,5.0,1.0,5.0,SNK Playmore,T
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,31.0,5.0,1.0,5.0,WinkySoft,E10+
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,39.0,6.0,1.0,5.0,Frogwares,E10+
Routes PE,PS2,2007.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Broadsword Interactive,T
Railfan,PS3,2006.0,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,8.0,Irem,T
SoniPro,3DS,2014.0,Adventure,imageepoch Inc.,0.0,0.0,0.01,0.0,0.01,36.0,5.0,2.0,236.0,WayForward,E10+
Akatsuki no Goei Trinity,PSP,2012.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,2.0,177.0,5pb,T
Golden Time: Vivid Memories,PSV,2014.0,Adventure,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,26.0,4.0,1.0,153.0,5pb,T
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009.0,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Tenjin Ranman: Happy GO Lucky!!,PSP,2010.0,Adventure,Russel,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,8.0,5pb,T
Getsuei Gakuen: kou,PSV,2013.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,153.0,5pb,T
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,289.0,5pb,T
Hotel Giant DS,DS,2008.0,Simulation,Nobilis,0.0,0.01,0.0,0.0,0.01,31.0,5.0,2.0,5.0,Big Blue Bubble Inc.,E10+
Shin Sangoku Musou 4 Special,X360,2005.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,8.0,Microids,T
Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,12.0,Panic Button,T
G1 Jockey 4 2007,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,Vanilla Ware,T
"Element Girl: Love, Fashion and Friends",DS,2008.0,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,23.0,6.0,2.0,5.0,Dreamcatcher,E10+
Heart no Kuni no Alice: Wonderful Twin World,PSP,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,23.0,5.0,1.0,153.0,5pb,T
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,37.0,6.0,0.0,8.0,Microids,T
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014.0,Adventure,Views,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,672.0,5pb,E10+
Farming Simulator 2014,PSV,2014.0,Simulation,Focus Home Interactive,0.01,0.0,0.0,0.0,0.01,35.0,4.0,1.0,175.0,Giants Software,T
"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015.0,Action,Unknown,0.0,0.01,0.0,0.0,0.01,23.0,5.0,2.0,12.0,Airtight Games,E10+
Heart no Kuni no Alice,PS2,2008.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,37.0,6.0,0.0,8.0,Microids,T
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007.0,Fighting,Capcom,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Broadsword Interactive,T
Juggler DS,DS,2008.0,Misc,Commseed,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,5.0,Dreamcatcher,E10+
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,43.0,5.0,1.0,289.0,Ganbarion,T
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,226.0,Ignition Entertainment,T
Transformers: Prime,Wii,2012.0,Action,Activision,0.0,0.01,0.0,0.0,0.01,37.0,6.0,1.0,177.0,Beenox,T
Amnesia Later,PSV,2014.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,12.0,Stainless Games,T
Razor Freestyle Scooter,GBA,2001.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01,35.0,5.0,1.0,7.0,Ubisoft Shanghai,T
Vitamin Y,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,39.0,6.0,1.0,5.0,Frogwares,T
Magicians Academy,PS2,2007.0,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Sting,T
Memories Off #5: Togireta Film,PSP,2009.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,8.0,Hydravision,T
Exstetra,3DS,2013.0,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01,35.0,4.0,2.0,4.0,FuRyu,E10+
Lucian Bee's: Resurrection Supernova,PS2,2009.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,8.0,Broadsword Interactive,T
The Amazing Spider-Man (DS & Mobile Versions),PSP,2009.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,37.0,6.0,1.0,8.0,Propaganda Games,T
Captain Rainbow,Wii,2008.0,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,4.0,Stainless Games,T
DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,320.0,Panic Button,T
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,218.0,Engine Software,T
Ishin no Arashi: Shippuu Ryuumeden,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,185.0,Renegade Kid,E10+
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011.0,Role-Playing,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,36.0,4.0,2.0,5.0,Sting,E10+
Muv-Luv Alternative,PS3,2012.0,Simulation,5pb,0.0,0.0,0.01,0.0,0.01,31.0,4.0,1.0,12.0,Bohemia Interactive,T
Irotoridori no Sekai: World's End Re-Birth,PSV,2015.0,Action,HuneX,0.0,0.0,0.01,0.0,0.01,53.0,4.0,1.0,528.0,Airtight Games,T
Taishou x Alice: All in One,PSV,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,289.0,5pb,T
Farming 2017 - The Simulation,PS4,2016.0,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01,19.0,5.0,1.0,289.0,Big Ant Studios,T
Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,Broccoli,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,528.0,Airtight Games,T
Case Closed: One Truth Prevails,Wii,2007.0,Adventure,Nobilis,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,5.0,Hydravision,T
Slotter Mania P: Tetsuya Shinjuku vs Ueno ,PSP,2010.0,Misc,Dorart,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Crave,T
Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,Idea Factory,T
Hitman (2016),XOne,2016.0,Action,Square Enix,0.0,0.01,0.0,0.0,0.01,19.0,5.0,1.0,153.0,Koei Tecmo Games,E10+
Who Wants to be a Millionaire: 2nd Edition,DS,2008.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,28.0,5.0,1.0,8.0,Gameloft,E10+
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,Paon,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,5.0,Epics,T
Rabbids Invasion: The Interactive TV Show,XOne,2014.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,218.0,Ubisoft Montpellier,E10+
Unending Bloody Call,PSP,2012.0,Action,Asgard,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,177.0,Engine Software,T
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,Relic,T
Snood 2: On Vacation,GBA,2005.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01,28.0,5.0,1.0,8.0,Naps Team,T
The Land Before Time: Into the Mysterious Beyond,GBA,2006.0,Platform,Game Factory,0.01,0.0,0.0,0.0,0.01,28.0,5.0,1.0,5.0,Art,T
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010.0,Shooter,Activision,0.01,0.0,0.0,0.0,0.01,35.0,5.0,1.0,488.0,ValuSoft,T
Satomi Hakkenden: Hachi Tamanoki,PSP,2014.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,43.0,5.0,1.0,289.0,5pb,T
Shinigami to Shoujo,PSP,2011.0,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,319.0,5pb,E10+
Naraku no Shiro,PS2,2008.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,28.0,6.0,1.0,8.0,Microids,T
Mystereet,PS2,2006.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01,28.0,7.0,0.0,8.0,Tecmo,T
Samurai Shodown: Warrios Rage,PS,1999.0,Fighting,SNK,0.01,0.0,0.0,0.0,0.01,28.0,5.0,1.0,8.0,EKO Software,T
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015.0,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01,36.0,5.0,2.0,12.0,"Nintendo, Nd Cube",E10+
Romeo Vs. Juliet,PSP,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,289.0,5pb,E10+
Kiniro no Corda 3,3DS,2015.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,218.0,WayForward,E10+
Palais de Reine,PS2,2007.0,Strategy,Interchannel-Holon,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,5.0,S-Neo,T
Bakumatsu Rock: Ultra Soul,PSP,2014.0,Misc,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,289.0,Stainless Games,T
National Geographic Panda (JP sales),DS,2008.0,Simulation,Ubisoft,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,8.0,Gameloft,E10+
Codename: Panzers Complete Collection,PC,2016.0,Strategy,Nordic Games,0.0,0.01,0.0,0.0,0.01,19.0,5.0,2.0,257.0,Nordic Games Publishing,T
Knights in the Nightmare: DHE Series Special Pack,DS,2008.0,Role-Playing,Sting,0.0,0.0,0.01,0.0,0.01,36.0,5.0,1.0,5.0,Arkedo Studio,E10+
DJ Max Technika Tune,PSV,2012.0,Misc,CyberFront,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,12.0,Sandlot,T
World Snooker Championship 2007,X360,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,185.0,Sega,T
Norn + Nonette: Act Tune,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,26.0,5.0,1.0,218.0,DONTNOD Entertainment,T
Crossroad Crisis,PS,2000.0,Puzzle,Success,0.01,0.0,0.0,0.0,0.01,35.0,5.0,2.0,5.0,Hitmaker,T
Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,"Neverland, Idea Factory",T
Akatsuki no Goei Trinity,PS3,2012.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,2.0,177.0,Stainless Games,T
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008.0,Adventure,Russel,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,8.0,Microids,T
The Amazing Spider-Man 2 (2014),PC,2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01,36.0,6.0,1.0,338.0,Beenox,T
Style Book: Cinnamoroll,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,28.0,5.0,1.0,5.0,DC Studios,T
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011.0,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01,36.0,5.0,1.0,488.0,Wargaming.net,E10+
Blazer Drive,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,5.0,Arkedo Studio,T
Onigokko! Portable,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,218.0,5pb,T
WSC REAL 09: World Snooker Championship,PS3,2009.0,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01,31.0,5.0,1.0,8.0,HB Studios Multimedia,T
Hoshizora no Comic Garden,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,39.0,6.0,2.0,5.0,Dreamcatcher,E10+
Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Renegade Kid,E10+
Eve: Burst Error R,PSV,2016.0,Action,Red Flagship,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,153.0,Airtight Games,T
ZombiU,XOne,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,218.0,Blue Byte,T
Time Travelers,PSP,2012.0,Adventure,Level 5,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,269.0,5pb,T
Mushi Bugyou,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,28.0,6.0,2.0,8.0,Ganbarion,E10+
Real Crimes: The Unicorn Killer,DS,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01,36.0,5.0,1.0,8.0,Renegade Kid,E10+
The Rise of the Argonauts,PC,2008.0,Role-Playing,Codemasters,0.0,0.01,0.0,0.0,0.01,35.0,5.0,1.0,374.0,Piranha Bytes,T
Nintendogs and Cats Golden Retriever and New Friends,3DS,2011.0,Action,Nintendo,0.0,0.01,0.0,0.0,0.01,28.0,6.0,2.0,8.0,WayForward,E10+
Imagine Figure Skater (JP sales),DS,2007.0,Sports,Ubisoft,0.0,0.0,0.01,0.0,0.01,35.0,5.0,2.0,7.0,Gameloft,E10+
Dramatical Murder Re:code,PSV,2014.0,Adventure,Nitroplus,0.0,0.0,0.01,0.0,0.01,23.0,5.0,1.0,153.0,5pb,T
Hyakki Yagyou Kaidan Romance,PSP,2012.0,Action,Quinrose,0.0,0.0,0.01,0.0,0.01,51.0,6.0,1.0,255.0,Airtight Games,E10+
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,53.0,4.0,1.0,528.0,Airtight Games,T
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007.0,Fighting,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01,37.0,5.0,0.0,8.0,Data Design Interactive,T
Sweet Honey Coming,PS2,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Microids,T
Psychic Detective,PS,1995.0,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01,26.0,5.0,2.0,12.0,Funcom,T
Hanasaku Manimani,PSV,2014.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,26.0,4.0,1.0,153.0,5pb,T
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,6.0,2.0,4.0,Spike Chunsoft,E10+
Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Frogwares,T
Kanokon: Esuii,PS2,2008.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01,37.0,4.0,1.0,5.0,Broadsword Interactive,T
Tsukigime Ranko's Longest Day,PS3,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,43.0,5.0,1.0,244.0,Engine Software,T
Original Frisbee Disc Sports: Ultimate & Golf,DS,2007.0,Action,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01,28.0,6.0,2.0,5.0,Santa Cruz Games,E10+
G1 Jockey 4 2008,PS3,2008.0,Sports,Tecmo Koei,0.0,0.0,0.0,0.0,0.01,35.0,5.0,1.0,185.0,2K Sports,T
Aikatsu Stars! My Special Appeal,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,163.0,Spike Chunsoft,E10+
XI Coliseum,PSP,2006.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,8.0,SCEE,T
Kyoukai no Shirayuki,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,26.0,4.0,1.0,528.0,Airtight Games,T
Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,23.0,5.0,1.0,153.0,5pb,T
Scarlett: Nichijou no Kyoukaisen,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Microids,T
7'scarlet,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,19.0,5.0,2.0,153.0,5pb,T
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008.0,Simulation,Hudson Soft,0.0,0.0,0.01,0.0,0.01,37.0,5.0,1.0,5.0,Idea Factory,T
Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008.0,Racing,Takara Tomy,0.0,0.0,0.01,0.0,0.01,35.0,5.0,1.0,185.0,Milestone S.r.l,T
Neo Angelique Special,PSP,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,28.0,5.0,0.0,8.0,Telltale Games,T
Real Rode,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01,37.0,6.0,1.0,8.0,Microids,T
Pony Friends 2,PC,2009.0,Simulation,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,31.0,5.0,1.0,676.0,GSC Game World,T
Dynasty Warriors: Eiketsuden,PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,23.0,5.0,2.0,672.0,"Omega Force, Koei Tecmo Games",T
PGA European Tour,N64,2000.0,Sports,Infogrames,0.01,0.0,0.0,0.0,0.01,35.0,5.0,1.0,5.0,T&E Soft,T
Carmageddon 64,N64,1999.0,Action,Virgin Interactive,0.01,0.0,0.0,0.0,0.01,23.0,5.0,2.0,4.0,Natsume,T
The Longest 5 Minutes,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,53.0,5.0,1.0,289.0,Engine Software,T
Mezase!! Tsuri Master DS,DS,2009.0,Sports,Hudson Soft,0.0,0.0,0.01,0.0,0.01,31.0,5.0,1.0,5.0,Big Blue Bubble Inc.,E10+
